ID товара;наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;размер
;Арт. BN-136 Толстовка с капюшоном Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;400;15;https://junior35.ru/tolstovka-s-kapyushonom-boinc-/-art.-bn-136.html;https://junior35.ru/assets/images/products/4336/prod/20.jpg;"Размер: 86 - Остаток: 6;Размер: 92 - Остаток: 6;Размер: 98 - Остаток: 6;Размер: 104 - Остаток: 4"
;Арт. BN-134 Толстовка с капюшоном Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;400;15;https://junior35.ru/tolstovka-s-kapyushonom-boinc-/-art.-bn-134.html;https://junior35.ru/assets/images/products/4334/prod/19.jpg;"Размер: 86 - Остаток: 6;Размер: 92 - Остаток: 6;Размер: 98 - Остаток: 7;Размер: 104 - Остаток: 3"
;Арт. BN-135 Толстовка с капюшоном Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;400;15;https://junior35.ru/tolstovka-s-kapyushonom-boinc-/-art.-bn-135.html;https://junior35.ru/assets/images/products/4335/prod/21.jpg;"Размер: 86 - Остаток: 5;Размер: 92 - Остаток: 7;Размер: 98 - Остаток: 5;Размер: 104 - Остаток: 5"
;Арт. BN-137 Толстовка с капюшоном Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;460;15;https://junior35.ru/tolstovka-s-kapyushonom-boinc-/-art.-bn-137.html;https://junior35.ru/assets/images/products/4337/prod/22.jpg;"Размер: 110 - Остаток: 6;Размер: 116 - Остаток: 6;Размер: 122 - Остаток: 6;Размер: 128 - Остаток: 5"
;Арт. BN-133 Толстовка с капюшоном Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;460;15;https://junior35.ru/tolstovka-s-kapyushonom-boinc-/-art.-bn-133.html;https://junior35.ru/assets/images/products/4333/prod/18.jpg;"Размер: 110 - Остаток: 5;Размер: 116 - Остаток: 6;Размер: 122 - Остаток: 6;Размер: 128 - Остаток: 6"
;Арт. BN-130 Свитшот Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;310;15;https://junior35.ru/svitshot-boinc-/-art.-bn-130.html;https://junior35.ru/assets/images/products/4330/prod/15.jpg;"Размер: 86 - Остаток: 6;Размер: 92 - Остаток: 6;Размер: 98 - Остаток: 6;Размер: 104 - Остаток: 5"
;Арт. BN-129 Свитшот Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;310;15;https://junior35.ru/svitshot-boinc-/-art.-bn-129.html;https://junior35.ru/assets/images/products/4329/prod/14.jpg;"Размер: 86 - Остаток: 6;Размер: 92 - Остаток: 6;Размер: 98 - Остаток: 6;Размер: 104 - Остаток: 5"
;Арт. BN-128 Свитшот Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;310;15;https://junior35.ru/svitshot-boinc-/-art.-bn-128.html;https://junior35.ru/assets/images/products/4328/prod/13.jpg;"Размер: 86 - Остаток: 6;Размер: 92 - Остаток: 6;Размер: 98 - Остаток: 6;Размер: 104 - Остаток: 5"
;Арт. BN-120 Свитшот Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;350;15;https://junior35.ru/svitshot-boinc-/-art.-bn-120.html;https://junior35.ru/assets/images/products/4320/prod/05.jpg;"Размер: 110 - Остаток: 5;Размер: 116 - Остаток: 6;Размер: 122 - Остаток: 6;Размер: 128 - Остаток: 5"
;Арт. BN-121 Свитшот Boinc;Бренд: Boinc Страна бренда: Турция Состав:70% хлопок,25%полиэстер,5% эластан ;350;15;https://junior35.ru/svitshot-boinc-/-art.-bn-121.html;https://junior35.ru/assets/images/products/4321/prod/06.jpg;"Размер: 110 - Остаток: 4;Размер: 116 - Остаток: 6;Размер: 122 - Остаток: 6;Размер: 128 - Остаток: 4"
