ID товара;наименование;описание;цена;орг %;ccылка на товар на сайте поставщика;ссылки на Фото;размер
;Арт. UN-025 Трусы;Материал: 100% хлопок Бренд: Underwear  ;35;15;https://junior35.ru/trusyi-/-art.-un-025.html;https://junior35.ru/assets/images/products/4415/prod/25.jpg;"Размер: 5-6л - Остаток: 2"
;Арт. UN-026 Трусы;Материал: 100% хлопок Бренд: Underwear  ;35;15;https://junior35.ru/trusyi-/-art.-un-026.html;https://junior35.ru/assets/images/products/4416/prod/26.jpg;"Размер: 3-4г - Остаток: 18"
;Арт. UN-037 Трусы;Материал: 100% хлопок Бренд: Underwear  ;35;15;https://junior35.ru/trusyi-/-art.-un-037.html;https://junior35.ru/assets/images/products/4427/prod/37.jpg;"Размер: 6-7 - Остаток: 9"
;Арт. UN-033 Трусы;Материал: 100% хлопок Бренд: Underwear  ;35;15;https://junior35.ru/trusyi-/-art.-un-033.html;https://junior35.ru/assets/images/products/4423/prod/33.jpg;"Размер: 5-6л - Остаток: 35"
;Арт. UN-046 Трусы;Материал: 100% хлопок Бренд: Underwear  ;35;15;https://junior35.ru/trusyi-/-art.-un-046.html;https://junior35.ru/assets/images/products/4436/prod/22.jpg;"Размер: 5-6л - Остаток: 8;Размер: 9-10л - Остаток: 29"
;Арт. UN-044 Трусы;Материал: 100% хлопок Бренд: Underwear Возможен пересорт! ;35;15;https://junior35.ru/trusyi-/-art.-un-044.html;https://junior35.ru/assets/images/products/4434/prod/45.jpg;"Размер: 2-3г - Остаток: 20"
;Арт. GL-004 Варежки;Материал: 100% полиэстер Бренд: Gloves S- длина 17 см, ширина 8 см M- длина 18 см, ширина 8,5 см L- длина 20 см, ширина 9 см ;335;15;https://junior35.ru/varezhki-/-art.-gl-004.html;https://junior35.ru/assets/images/products/4465/prod/104.jpg https://junior35.ru/assets/images/products/4465/prod/105.jpg https://junior35.ru/assets/images/products/4465/prod/1011.jpg;"Размер: S(1-3г) - Остаток: 19"
;Арт. GL-003 Варежки;Материал: 100% полиэстер Бренд: Gloves  ;335;15;https://junior35.ru/varezhki-/-art.-gl-003.html;https://junior35.ru/assets/images/products/4464/prod/103.jpg https://junior35.ru/assets/images/products/4464/prod/105.jpg https://junior35.ru/assets/images/products/4464/prod/1011.jpg;"Размер: S(1-3г) - Остаток: 12"
;Арт. LM-1647 Толстовка утепленная Little Maven;Материал: 65%хлопок, 35% полиэстер Бренд: Little Maven 2 года- длина 34 см, ширина 31см, рукав длина  31 см 3 года- длина 37 см, ширина 33 см, рукав длина  33 см 4 года- длина 39 см, ширина 36 см, рукав длина  36 см 5 лет- длина 42 см, ширина 38 см, рукав длина 40 см 6 лет- длина 45 см, ширина 40 см, рукав длина 44 см 7 лет-длина 48 см,ширина 42 см,длина рукава 47 см ;395;15;https://junior35.ru/tolstovka-uteplennaya-little-maven-/-art.-lm-1647.html;https://junior35.ru/assets/images/products/4480/prod/361.jpg;"Размер: 2 - Остаток: 2;Размер: 3 - Остаток: 2;Размер: 5 - Остаток: 2"
;Арт. LM-1645 Толстовка утепленная Little Maven;Материал: 65%хлопок, 35% полиэстер Бренд: Little Maven 2 года- длина 38 см, ширина 33 см, рукав длина  32 см 3 года- длина 39 см, ширина 34 см, рукав длина  33 см 4 года- длина 40 см, ширина 35см, рукав длина  37 см 5 лет- длина 43 см, ширина 37 см, рукав длина 39 см 6 лет- длина 46 см, ширина 40 см, рукав длина 44 см 7 лет-длина 50 см,ширина 42 см,длина рукава 47 см ;350;15;https://junior35.ru/tolstovka-uteplennaya-little-maven-/-art.-lm-1645.html;https://junior35.ru/assets/images/products/4478/prod/357.jpg;"Размер: 2 - Остаток: 1"
